Vehicle_ID,Manufacturer,Model,Year,Country_of_Manufacture,Color
2900,Pininfarina,Battista,2016,Ireland,Beige
2901,Citroen,Ami,2021,Spain,Turquoise
2902,BYD,Tang EV,2018,Israel,Brown
2903,Changan,Deepal S07,2023,Poland,Crimson Red
2904,Ferrari,SF90 Stradale (PHEV),2022,Germany,Electric Blue
2905,VinFast,VF 7,2019,New Zealand,Silver
2906,Polestar,Polestar 2,2021,Malaysia,Metallic Silver
2907,Polestar,Polestar 5 (upcoming),2022,Denmark,Lime Green
2908,Rivian,R1S,2016,Italy,Orange
2909,Maserati,GranTurismo Folgore,2019,Singapore,Cream
2910,Lotus,Emeya,2023,Austria,Brown
2911,Jeep,Wrangler 4xe (PHEV),2024,Norway,Bronze
2912,Lamborghini,Lanzador (upcoming EV),2016,Portugal,Aurora Blue
2913,Jaguar,I-PACE,2021,Austria,Black
2914,Genesis,GV80 Electric,2023,Finland,Matte Green
2915,Great Wall Motors,ORA Ballet Cat,2019,New Zealand,Navy Blue
2916,Citroen,Ami,2021,Saudi Arabia,Burgundy
2917,Subaru,Solterra,2019,Russia,Matte Green
2918,Genesis,GV80 Electric,2019,Japan,Matte White
2919,Mercedes-Benz,EQC,2015,Germany,Purple
2920,Chevrolet,Bolt EV,2024,Poland,Cobalt Blue
2921,MG,MG5 EV,2017,Singapore,Candy Apple Red
2922,Subaru,Solterra,2015,Indonesia,Green
2923,Renault,Kangoo E-Tech,2019,Belgium,Champagne
2924,Zeekr,Zeekr 009,2020,Saudi Arabia,Crimson Red
2925,BMW,i3,2024,Canada,Gun Metal
2926,Honda,e:Ny1,2020,Vietnam,Lime Green
2927,VinFast,VFe34 (discontinued),2019,Japan,Navy Blue
2928,BYD,Seagull,2023,Portugal,Purple
2929,Acura,ZDX (with GM Ultium),2016,Malaysia,Emerald Green
2930,NIO,ES7,2018,Germany,Matte Gray
2931,Citroen,??-C4,2016,USA,Forest Green
2932,Acura,ZDX (with GM Ultium),2017,Argentina,Sky Blue
2933,MG,MG5 EV,2024,Austria,Ice Silver
2934,Nissan,Ariya,2016,South Africa,Midnight Black
2935,MG,MG4 Electric,2024,Argentina,Platinum
2936,Seat,Avenger,2022,India,Racing Red
2937,Faraday Future,FF 91,2020,Italy,Silver
2938,XPeng,X9,2015,Spain,Platinum
2939,Ford,E-Transit,2025,France,Emerald Green
2940,Audi,e-tron GT,2015,China,Ruby Red
2941,Acura,ZDX (with GM Ultium),2021,Austria,Matte Green
2942,Polestar,Polestar 2,2025,India,Racing Red
2943,Ferrari,SF90 Stradale (PHEV),2015,Portugal,Beige
2944,Lamborghini,Revuelto (PHEV),2016,Spain,Titanium
2945,Changan,Q05,2018,Japan,Orange
2946,GMC,Hummer EV Pickup,2016,Vietnam,Emerald Green
2947,Nissan,Leaf,2018,Russia,Bronze
2948,Dacia,Jogger Hybrid,2022,Saudi Arabia,Silver
2949,Honda,Honda e (discontinued),2023,Australia,Navy Blue
2950,VinFast,VF 6,2021,Denmark,Charcoal
2951,Faraday Future,FF 91,2021,Spain,Burgundy
2952,Zeekr,Zeekr 001,2016,South Korea,Crimson Red
2953,Kia,Niro EV,2022,Australia,Yellow
2954,Ford,Explorer EV (Europe),2022,Thailand,White
2955,Mazda,Mazda EV (upcoming models),2018,Australia,Metallic Silver
2956,Jeep,Recon (upcoming),2022,Japan,Beige
2957,Nissan,Leaf,2019,Malaysia,Sky Blue
2958,Renault,5 E-Tech,2017,Israel,Cosmic Purple
2959,Fisker,Ocean,2018,Israel,Stealth Gray
2960,Renault,Kangoo E-Tech,2021,South Korea,Matte White
2961,Rivian,R1S,2018,Belgium,Stealth Gray
2962,NIO,ET9,2016,Russia,Copper
2963,Subaru,Solterra,2015,Netherlands,Tan
2964,NIO,ET9,2022,France,Matte Black
2965,Volvo,EX30,2015,Australia,Gold
2966,XPeng,X9,2020,France,Sunset Orange
2967,Genesis,G80 Electric,2015,Spain,Candy Apple Red
2968,Subaru,Solterra,2023,Russia,Silver
2969,VinFast,VF 7,2019,Argentina,Metallic Silver
2970,Kia,EV6,2016,Australia,Sky Blue
2971,MG,MG4 Electric,2020,China,Aurora Blue
2972,Genesis,GV80 Electric,2018,Singapore,Champagne
2973,VinFast,VFe34 (discontinued),2024,Ireland,Yellow
2974,Ferrari,SF90 Stradale (PHEV),2022,South Africa,Gray
2975,Porsche,Cayenne Electric (upcoming),2015,United Arab Emirates,Matte Black
2976,Changan,Q05,2017,Sweden,Ruby Red
2977,Maserati,Grecale Folgore,2021,India,Sunset Orange
2978,Audi,A6 e-tron (upcoming),2023,Netherlands,Lime Green
2979,Rivian,R1S,2023,Israel,Matte Gray
2980,Rimac,Nevera,2024,South Africa,Rose Gold
2981,XPeng,G6,2025,Hungary,Teal
2982,Li Auto,L7,2019,Finland,Rose Gold
2983,Chevrolet,Bolt EUV,2022,UK,Matte White
2984,Toyota,Lexus RZ,2023,Singapore,Silver
2985,Peugeot,e-208,2022,Australia,Teal
2986,Rimac,Nevera,2025,Argentina,Stealth Gray
2987,Canoo,MPDV,2015,Sweden,Rose Gold
2988,Skoda,Enyaq,2015,Malaysia,Ruby Red
2989,Seat,Avenger,2017,Saudi Arabia,Blue
2990,BMW,i3,2021,USA,Graphite Gray
2991,Opel,Grandland Electric,2022,Norway,Matte Gray
2992,Volkswagen,ID.5,2023,Vietnam,Volcanic Yellow
2993,XPeng,G9,2023,Thailand,Gold
2994,Volkswagen,ID.7,2019,Canada,Platinum
2995,Citroen,??-C4,2022,France,Matte Black
2996,GMC,Hummer EV SUV,2020,Sweden,Ruby Red
2997,Lotus,Eletre,2016,South Korea,Beige
2998,Pininfarina,Battista,2022,Ireland,Gold
2999,Jeep,Grand Cherokee 4xe (PHEV),2023,Australia,Aurora Blue
3000,Hyundai,Ioniq 7 (upcoming),2025,Germany,Emerald Green
3001,Rimac,Nevera,2019,Malaysia,Matte White
3002,Lotus,Eletre,2018,Belgium,Matte Black
3003,Jeep,Grand Cherokee 4xe (PHEV),2018,Hungary,Teal
3004,Opel,Corsa-e,2020,Russia,Gray
3005,Lotus,Evija,2016,Switzerland,Bronze
3006,Polestar,Polestar 4,2021,Japan,Champagne
3007,Skoda,Elroq (upcoming),2018,Turkey,Beige
3008,Mercedes-Benz,EQS SUV,2015,Netherlands,Charcoal
3009,Audi,e-tron,2018,New Zealand,Gray
3010,Citroen,??-Spacetourer,2021,Thailand,Teal
3011,Honda,e:Ny1,2024,Argentina,Teal
3012,GMC,Hummer EV Pickup,2021,Germany,Turquoise
3013,XPeng,G9,2020,Israel,Cream
3014,Porsche,Taycan,2019,Vietnam,Silver
3015,Pininfarina,Battista,2025,Sweden,Blue
3016,Skoda,Enyaq,2019,Spain,Charcoal
3017,Volkswagen,ID.2all,2015,Saudi Arabia,Pearl White
3018,Ferrari,SF90 Stradale (PHEV),2018,Indonesia,Champagne
3019,Mahindra,Born Electric (upcoming range),2019,India,Electric Blue
3020,Cadillac,Lyriq,2021,Canada,Metallic Silver
3021,Mahindra,XUV400,2021,New Zealand,Matte Green
3022,MG,MG4 Electric,2016,Austria,Matte Black
